EA-CF-IRMS,ELEMENTAL ANALYZER-CONTINUOUS FLOW ISOTOPE RATIO MASS SPECTROMETRY
EMP,ELECTRON MICROPROBE
ENAA,EPITHERMAL NEUTRON ACTIVATION ANALYSIS
ES,EMISSION SPECTROMETRY
FIS,FISSION TRACK
FL-ES,FLAME EMISSION SPECTROSCOPY
FP,FILM POLAROGRAPHY
FPHOT,FLAME PHOTOMETRY
FTIR,FOURIER TRANSFORM INFRARED SPECTROMETRY
GAMMA,GAMMA COUNTING
GC,GAS CHROMATOGRAPHY
GC-MS,GAS CHROMATOGRAPHY- MASS SPECTROMETRY
GF-AAS,GRAPHITE FURNACE ATOMIC ABSORPTION SPECTROMETRY
GIO,GRADIENT ION-CHROMATOGRAPHY
GL-EL,GLASS ELECTRODE
GRAV,GRAVIMETRY
GS,GASOMETRIC TECHNIQUE
HPLC,HIGH-PERFORMANCE LIQUID CHROMATOGRAPHY
HR-ICP-MS,HIGH-RESOLUTION INDUCTIVELY COUPLED PLASMA MASS SPECTROMETRY
IA,IMAGE ANALYSIS
ICP,INDUCTIVELY COUPLED PLASMA (FURTHER DETAIL NOT PROVIDED)
ICP-AES,INDUCTIVELY COUPLED PLASMA  ATOMIC EMISSION SPECTROSCOPY
ICP-ES,INDUCTIVELY COUPLED PLASMA SOURCE EMISSION SPECTROMETRY
ICP-LA,INDUCTIVELY COUPLED PLASMA LASER ABLATION (FURTHER DETAIL NOT PROVIDED)
ICP-LAM,INDUCTIVELY COUPLED PLASMA MASS SPECTROMETRY LASER ABLATION MICROPROBE
ICP-MS,INDUCTIVELY COUPLED PLASMA MASS SPECTROMETRY
ICP-MS-HR,INDUCTIVELY COUPLED PLASMA MASS SPECTROMETRY HIGH-RESOLUTION
ICP-MS-ID,INDUCTIVELY COUPLED PLASMA MASS SPECTROMETRY ISOTOPE DILUTION
ICP-MS-LA,INDUCTIVELY COUPLED PLASMA MASS SPECTROMETRY LASER  ABLATION
ICP-MS-LA-MC,INDUCTIVELY COUPLED PLASMA MASS SPECTROMETRY LASER ABLATION MULTICOLLECTOR
ICP-MS-MC,INDUCTIVELY COUPLED PLASMA MASS SPECTROMETRY MULTI-COLLECTOR
ICP-OES,OPTICAL EMISSION SPECTROSPCOPY
ICS,IRIDIUM COINCIDENCE SPECTROMETRY
IGN,IGNITION
IMP,ION MICROPROBE
INAA,INSTRUMENTAL NEUTRON ACTIVATION ANALYSIS
INC,ION CHROMATOGRAPHY
IR-SP,INFRA-RED SPECTROSCOPY
ISE,ION SENSITIVE ELECTRODE
IVA,INVERSION VOLT-AMPERMETRY
K-AR,K-AR AGE DETERMINATION
LA-ICP,INDUCTIVELY COUPLED PLASMA LASER ABLATION (FURTHER DETAIL NOT PROVIDED)
LA-ICP-MS,LASER ABLATION INDUCTIVELY COUPLED PLASMA MASS SPECTROMETRY
LF,LASER FLUORINATION
LU-HF,LUTETIUM-HAFNIUM AGE DETERMINATION
MANO,MANOMETRY
MBS,MOLYBDATE-BLUE SPECTROMETRY
MC-ICP-MS,LASER ABLATION MULTICOLLECTOR INDUCTIVELY COUPLED PLASMA MASS SPECTROMETRY
MOSS,MOSSBAUER SPECTRA
MS,MASS SPECTROMETRY
MS:ID,ISOTOPE DILUTION MASS SPECTROMETRY
MS:SIMS,SECONDARY IONIZATION MASS SPECTROMETRY
MS:SS-ID,SPARK SOURCE MASS SPECTROMETRY - ISOTOPE DILUTION
MS:SSMS,SPARK SOURCE MASS SPECTROMETRY
MS:TIMS,THERMAL IONIZATION MASS SPECTROMETRY
MS:TIMS-ID,TIMS ISOTOPE  DILUTION
MS:TIMS-ID-NEG,NEGATIVE THERMAL IONIZATION MASS SPECTROMETRY ISOTOPE DILUTION
MS:TIMS-NEG,NEGATIVE THERMAL IONIZATION MASS SPECTROMETRY
MS-ID,MASS SPECTROMETRY ISOTOPE DILUTION
NAA,NEUTRON ACTIVATION ANALYSIS
NAA-PG,PROMPT-GAMMA NEUTRON ACTIVATION ANALYSIS
NCC,NEUTRON COINCIDENCE COUNTING
NN,UNKNOWN
NSFA-ID,NICKEL SULFIDE FIRE ASSAY ISOTOPE DILUTION
NTIMS,NEGATIVE THERMAL IONIZATION MASS SPECTROMETRY
NTIMS-ID,NEGATIVE THERMAL IONIZATION MASS SPECTROMETRY ISOTOPE DILUTION
OES,OPTICAL EMISSION SPECTROMETRY
OPS,OPTICAL SPECTROSCOPY
PB-PB,PB-PB DATING
PC,POINT-COUNTING
PEN,PENFIELD METHOD
PGNAA,PROMPT-GAMMA NEUTRON ACTIVATION ANALYSIS
PIXE-PIGME,PROTON INDUCED X-RAYS AND GAMMA RAY EMISSION ANALYSIS
PMP,PROTON MICROPROBE
POT,POTENTIOMETRY
PYHY,PYROHYDROLYSIS
RA-TH,RA226_TH230 AGE DETERMINATION
RB-SR,RB-SR AGE DETERMINATION
REF,REFRACTOMETER
RE-OS,RHENIUM-OSMIUM AGE DETERMINATION
REP,ROCK EVAL PYROLYSIS
RNAA,RADIOANALYTICAL NEUTRON ACTIVATION
RR,RAPID ROCK
RSA,RADIO-ISOTOPIC SAMPLE AGE
SEM,SCANNING ELECTRON MICROSCOPE
SEM-EDS,SEM-ENERGY DISPERSIVE XRAYS
SIMS,SECONDARY ION MASS SPECTROMETRY
SMA,SOLID'S MOISTURE ANALYSIS
SM-ND,SAMARIUM-NEODYMIUM AGE DETERMINATION
SPEC,SPECTROGRAPHIC ANALYSIS
SP-PH,SPECTROPHOTOMETRY
SS-ID,SPARK SOURCE MASS SPECTROMETRY - ISOTOPE DILUTION
SSMS,SPARK SOURCE MASS SPECTROMETRY
TH_PB,THORIUM-LEAD AGE DETERMINATION
TIMS,Thermal Ionization Mass Spectrometer
TIMS-ID,THERMAL IONIZATION MASS SPECTROMETRY ISOTOPE DILUTION
TITR,TITRATION
U_PA,U235_PA231 AGE DETERMINATION
U_PB,URANIUM LEAD AGE DETERMINATION
U_TH,U238_TH230 AGE DETERMINATION
U_TH_HE,U-TH-HE AGE DETERMINATION
UNKNOWN,UNKNOWN
U-PB,URANIUM-LEAD AGE DETERMINATION
UV-ES,ULTRAVIOLET EMISSION SPECTROGRAPHY
VAC-F,VACUUM FUSION
VOL,VOLUMETRIC ANALYSIS
WET,WET CHEMISTRY
XANES,X-RAY ABSORPTION NEAR-EDGE STRUCTURE SPECTROSCOPY
XRD,X-RAY DISPERSIVE SPECTROMETRY
XRF,X-RAY FLUORESCENCE
XRF-EDS,ENERGY-DISPERSIVE X-RAY FLUORESCENCE
XRF-SCAN,X-RAY FLUORESCENCE SCANNING
ED-XRF,ENERGY DISPERSIVE XRF
WD-XRF,WAVELENGH DISPERSIVE XRF
,
Standard deviation,
1σ,
2σ,
