Vocabularies,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,HERC,hercynite,,,,,,,,,,,,,,
,,,,,HEU,heulandite,,,,,,,,,,,,,,
,,,,,Hf,hafnium,,,,,,,,,,,,,,
,,,,,Hf176_Hf177,ratio of hafnium isotopes hf176 to hf177,,,,,,,,,,,,,,
,,,,,Hf176_Hf177(I),ratio of hafnium isotopes hf176 to hf177 at initial time,,,,,,,,,,,,,,
,,,,,Hf176_Hf177(T),"ratio of hafnium isotopes hf176 to hf177, time corrected",,,,,,,,,,,,,,
,,,,,Hf177_Hf178,ratio of hafnium isotopes hf177 to hf178,,,,,,,,,,,,,,
,,,,,Hf178_Hf177,ratio of hafnium isotopes hf178 to hf177 ,,,,,,,,,,,,,,
,,,,,Hf179_Hf177,ratio of hafnium isotopes hf179 to hf177,,,,,,,,,,,,,,
,,,,,Hf180_Hf177,ratio of hafnium isotopes hf180 to hf177,,,,,,,,,,,,,,
,,,,,HfO2,hafnium oxide,,,,,,,,,,,,,,
,,,,,Hg,mercury,,,,,,,,,,,,,,
,,,,,HGAR,hydrogarnet,,,,,,,,,,,,,,
,,,,,Ho,holmium,,,,,,,,,,,,,,
,,,,,HORN,hornblende,,,,,,,,,,,,,,
,,,,,HSCHL,hydroschorlomite,,,,,,,,,,,,,,
,,,,,HYGR,hydrogrossular,,,,,,,,,,,,,,
,,,,,I,iodine,,,,,,,,,,,,,,
,,,,,IDD,iddingsite,,,,,,,,,,,,,,
,,,,,ILL,illite,,,,,,,,,,,,,,
,,,,,ILM,ilmenite,,,,,,,,,,,,,,
,,,,,In,indium,,,,,,,,,,,,,,
,,,,,INT,interstitial,,,,,,,,,,,,,,
,,,,,IO,included in olivine,,,,,,,,,,,,,,
,,,,,Ir,iridium,,,,,,,,,,,,,,
,,,,,JAC,jacobsite,,,,,,,,,,,,,,
,,,,,JD,jadeite,,,,,,,,,,,,,,
,,,,,K,potassium,,,,,,,,,,,,,,
,,,,,K2O,potassium oxide,,,,,,,,,,,,,,
,,,,,KAER,kaersutite,,,,,,,,,,,,,,
,,,,,KAOLINITE,kaolinite,,,,,,,,,,,,,,
,,,,,KELY,kelyphite,,,,,,,,,,,,,,
,,,,,KF,potassium feldspar,,,,,,,,,,,,,,
,,,,,Kr,krypton,,,,,,,,,,,,,,
,,,,,Kr78,krypton isotope kr78,,,,,,,,,,,,,,
,,,,,Kr78_Kr84,ratio of krypton isotopes kr78 to kr84,,,,,,,,,,,,,,
,,,,,Kr80,krypton isotope kr80,,,,,,,,,,,,,,
,,,,,Kr80_Kr84,ratio of krypton isotopes kr80 to kr84,,,,,,,,,,,,,,
,,,,,Kr82,krypton isotope kr82,,,,,,,,,,,,,,
,,,,,Kr82_Kr84,ratio of krypton isotopes kr82 to kr84,,,,,,,,,,,,,,
,,,,,Kr83,krypton isotope kr83,,,,,,,,,,,,,,
,,,,,Kr83_Kr84,ratio of krypton isotopes kr83 to kr84,,,,,,,,,,,,,,
,,,,,Kr84,krypton isotope kr84,,,,,,,,,,,,,,
,,,,,Kr86,krypton isotope kr86,,,,,,,,,,,,,,
,,,,,Kr86_Kr84,ratio of krypton isotopes kr86 to kr84,,,,,,,,,,,,,,
,,,,,Kr90,krypton isotope kr90,,,,,,,,,,,,,,
,,,,,KS,kalsilite,,,,,,,,,,,,,,
,,,,,KY,kyanite,,,,,,,,,,,,,,
,,,,,La,lanthanum,,,,,,,,,,,,,,
,,,,,La2O3,lanthanum oxide,,,,,,,,,,,,,,
,,,,,LAU,laumonite,,,,,,,,,,,,,,
,,,,,LAW,lawsonite,,,,,,,,,,,,,,
,,,,,LEU,leucite,,,,,,,,,,,,,,
,,,,,LHER,"lherzolite
",,,,,,,,,,,,,,
,,,,,Li,lithium,,,,,,,,,,,,,,
,,,,,Li7_Li6,ratio of litium isotopes li7 toli6 ,,,,,,,,,,,,,,
,,,,,LOI,loss on ignition,,,,,,,,,,,,,,
,,,,,Lu,lutetium,,,,,,,,,,,,,,
,,,,,Lu176_Hf177,ratio of lutetium isotope lu176 to hafnium isotope hf177,,,,,,,,,,,,,,
,,,,,Lu176_Hf177(T),"ratio of lutetium isotope lu176 to hafnium isotope hf177, time corrected",,,,,,,,,,,,,,
,,,,,Lu176_Lu177,ratio of lutetium isotopes lu176 to lu177,,,,,,,,,,,,,,
,,,,,LW,lawsonite,,,,,,,,,,,,,,
,,,,,MAF,mafic minerals,,,,,,,,,,,,,,
,,,,,MARC,marcasite,,,,,,,,,,,,,,
,,,,,Mg,magnesium,,,,,,,,,,,,,,
,,,,,Mg_Ca,ratio of magnesium to calcium,,,,,,,,,,,,,,
,,,,,MgCO3,magnesium carbonate,,,,,,,,,,,,,,
,,,,,MGCR,magnesiochromite,,,,,,,,,,,,,,
,,,,,MGF,mg-ferrite,,,,,,,,,,,,,,
,,,,,MGH,maghemite,,,,,,,,,,,,,,
,,,,,MgO,magnesium oxide,,,,,,,,,,,,,,
,,,,,MICA,mica,,,,,,,,,,,,,,
,,,,,MIL,millerite,,,,,,,,,,,,,,
,,,,,Mn,manganese,,,,,,,,,,,,,,
,,,,,Mn_Ca,ratio of manganese to calcium,,,,,,,,,,,,,,
,,,,,Mn3O4,manganese tetroxide,,,,,,,,,,,,,,
,,,,,MnCO3,manganese carbonate,,,,,,,,,,,,,,
,,,,,MNCR,manganese chromite,,,,,,,,,,,,,,
,,,,,MnO,manganese oxide,,,,,,,,,,,,,,
,,,,,Mn-OL,manganese olivine,,,,,,,,,,,,,,
,,,,,MNZ,monazite,,,,,,,,,,,,,,
,,,,,Mo,molybdenum,,,,,,,,,,,,,,
,,,,,MONT,montmorillonite,,,,,,,,,,,,,,
,,,,,MS,matnesite,,,,,,,,,,,,,,
,,,,,MT,magnetite,,,,,,,,,,,,,,
,,,,,MULL,mullite,,,,,,,,,,,,,,
,,,,,MUS,muscovite,,,,,,,,,,,,,,
,,,,,MYR,myrmekite,,,,,,,,,,,,,,
,,,,,N,nitrogen,,,,,,,,,,,,,,
,,,,,N(A),percent nitrogen in the a defect site of diamonds,,,,,,,,,,,,,,
,,,,,N(B),percent nitrogen in the b defect site of diamonds,,,,,,,,,,,,,,
,,,,,N(ORG),organic nitrogen,,,,,,,,,,,,,,
,,,,,N(TOT),total nitrogen,,,,,,,,,,,,,,
,,,,,N2,nitrogen,,,,,,,,,,,,,,
,,,,,N2[nmol],nitrogen measured in nanomols,,,,,,,,,,,,,,
,,,,,N2_Ar36,ratio of nitrogen isotope n2 to argon isotope ar36,,,,,,,,,,,,,,
,,,,,N2_He3,ratio of nitrogen isotope n2 to helium isotope he3,,,,,,,,,,,,,,
,,,,,Na,sodium,,,,,,,,,,,,,,
,,,,,Na2O,sodium oxide,,,,,,,,,,,,,,
,,,,,NAC,clinopyroxene end-member nacr (si2o6),,,,,,,,,,,,,,
,,,,,NATR,natrolite,,,,,,,,,,,,,,
,,,,,Nb,niobium,,,,,,,,,,,,,,
,,,,,Nb2O3,niobium oxide,,,,,,,,,,,,,,
,,,,,Nb2O5,niobium pentoxide,,,,,,,,,,,,,,
,,,,,NCU,native copper,,,,,,,,,,,,,,
,,,,,Nd,neodymium,,,,,,,,,,,,,,
,,,,,Nd_Ca,ratio of neodymium to calcium,,,,,,,,,,,,,,
,,,,,Nd142_Nd144,ratio of neodymium isotopes nd142 to nd144,,,,,,,,,,,,,,
,,,,,Nd143_Nd144,ratio of neodymium isotopes nd143 to nd144,,,,,,,,,,,,,,
,,,,,Nd143_Nd144(I),ratio of neodymium isotopes nd143 to nd144 at initial age,,,,,,,,,,,,,,
,,,,,Nd143_Nd144(T),"ratio of neodymium isotopes nd143 to nd144, time corrected",,,,,,,,,,,,,,
,,,,,Nd144_Nd146,ratio of neodymium isotopes nd144 to nd146,,,,,,,,,,,,,,
,,,,,Nd145_Nd144,ratio of neodymium isotopes nd145 to nd144,,,,,,,,,,,,,,
,,,,,Nd146_Nd142,ratio of neodymium isotopes nd146 to nd142,,,,,,,,,,,,,,
,,,,,Nd146_Nd144,ratio of neodymium isotopes nd146 to nd144,,,,,,,,,,,,,,
,,,,,Nd146_Nd145,ratio of neodymium isotopes nd146 to nd145,,,,,,,,,,,,,,
,,,,,Nd148_Nd144,ratio of neodymium isotopes nd148 to nd144,,,,,,,,,,,,,,
,,,,,Nd148O_Nd144O,ratio of neodymium nd148 oxide to neodymium nd144 oxide,,,,,,,,,,,,,,
,,,,,Nd150_Nd144,ratio of neodymium isotopes nd150 to nd144 ,,,,,,,,,,,,,,
,,,,,Nd2O3,neodymium oxide,,,,,,,,,,,,,,
,,,,,Ne,neon,,,,,,,,,,,,,,
,,,,,Ne20,neon isotope ne20,,,,,,,,,,,,,,
,,,,,Ne20_Ne22,ratio of neon isotope ne20 to ne22,,,,,,,,,,,,,,
,,,,,Ne21,neon isotope ne21,,,,,,,,,,,,,,
,,,,,Ne21_He4,ratio of neon isotope ne21 to helium isotope he4,,,,,,,,,,,,,,
,,,,,Ne21_Ne20,ratio of neon isotope ne21 to ne20,,,,,,,,,,,,,,
,,,,,Ne21_Ne22,ratio of neon isotope ne21 to ne22,,,,,,,,,,,,,,
,,,,,Ne22,neon isotope ne22,,,,,,,,,,,,,,
,,,,,Ne22_Ne20,ratio of neon isotope ne22 to ne20,,,,,,,,,,,,,,
,,,,,Ne23,neon isotope ne23,,,,,,,,,,,,,,
,,,,,NH3,ammonia,,,,,,,,,,,,,,
,,,,,NH4,ammonium,,,,,,,,,,,,,,
,,,,,Ni,nickel,,,,,,,,,,,,,,
,,,,,NiO,nickel oxide,,,,,,,,,,,,,,
,,,,,NN,unknown,,,,,,,,,,,,,,
,,,,,NO2,nitrite,,,,,,,,,,,,,,
,,,,,NO3,nitrate,,,,,,,,,,,,,,
,,,,,O,oxygen,,,,,,,,,,,,,,
,,,,,O2,dioxygen,,,,,,,,,,,,,,
,,,,,OH,hydroxide,,,,,,,,,,,,,,
,,,,,OL,olivine,,,,,,,,,,,,,,
,,,,,OL(R),ol(r),,,,,,,,,,,,,,
,,,,,OLIG,oligoclase,,,,,,,,,,,,,,
,,,,,OLPS,olivine pseudomorph,,,,,,,,,,,,,,
,,,,,OLXC,olivine xenocryst,,,,,,,,,,,,,,
,,,,,OMPH,omphacite,,,,,,,,,,,,,,
,,,,,OPAL,opal,,,,,,,,,,,,,,
,,,,,OPAQ,opaque mineral,,,,,,,,,,,,,,
,,,,,OPQ,opaque mineral,,,,,,,,,,,,,,
,,,,,OPX,orthopyroxene,,,,,,,,,,,,,,
,,,,,OR,orthoclase,,,,,,,,,,,,,,
,,,,,ORE,ore,,,,,,,,,,,,,,
,,,,,Os,osmium,,,,,,,,,,,,,,
,,,,,Os(I),common osmium at initial age,,,,,,,,,,,,,,
,,,,,Os184_Os188,ratio of osmium isotopes os184 to os188,,,,,,,,,,,,,,
,,,,,Os186_Os188,ratio of osmium isotopes os186 to os188,,,,,,,,,,,,,,
,,,,,Os187_Os186,ratio of osmium isotopes os187 to os186,,,,,,,,,,,,,,
,,,,,Os187_Os188,ratio of osmium isotopes os187 to os188,,,,,,,,,,,,,,
,,,,,Os187_Os188(I),ratio of osmium isotopes os187 to os188 at initial age,,,,,,,,,,,,,,
,,,,,Os187_Os188(T),"ratio of osmium isotopes os187 to os188, time corrected",,,,,,,,,,,,,,
,,,,,Os188,osmium isotope os188,,,,,,,,,,,,,,
,,,,,Os188_Os192,ratio of osmium isotopes os188 to os192,,,,,,,,,,,,,,
,,,,,Os189_Os188,ratio of osmium isotopes os189 to os188,,,,,,,,,,,,,,
,,,,,Os190_Os188,ratio of osmium isotopes os190 to os188,,,,,,,,,,,,,,
,,,,,Os192_Os188,ratio of osmium isotopes os192 to os188,,,,,,,,,,,,,,
,,,,,OX,oxide,,,,,,,,,,,,,,
,,,,,OX-CEL,oxyhydroxide-celadonite,,,,,,,,,,,,,,
,,,,,OX-PHYLL,oxyhydroxide-phyllosilicate,,,,,,,,,,,,,,
,,,,,P,phosphorus,,,,,,,,,,,,,,
,,,,,P(ORG),"phosphorous, organic",,,,,,,,,,,,,,
,,,,,P2O5,phosphorus oxide,,,,,,,,,,,,,,
,,,,,Pa,protactinium,,,,,,,,,,,,,,
,,,,,Pa231,protactinium isotope pa231,,,,,,,,,,,,,,
,,,,,Pa231_ACTIVITY,"protactinium isotope pa231, reported as activity",,,,,,,,,,,,,,
,,,,,Pa231_Th230,ratio of protactinium 231 to thorium 230,,,,,,,,,,,,,,
,,,,,Pa231_U235_ACTIVITY,"ratio of protactinium isotope pa231 to uranium isotope u235, reported as activity",,,,,,,,,,,,,,
,,,,,Pa231_XS,excess protactinium 231,,,,,,,,,,,,,,
,,,,,PAL,palagonite,,,,,,,,,,,,,,
,,,,,PARA,paragonite,,,,,,,,,,,,,,
,,,,,PARG,pargasite,,,,,,,,,,,,,,
,,,,,Pb,lead,,,,,,,,,,,,,,
,,,,,Pb204,lead isotope pb204,,,,,,,,,,,,,,
,,,,,Pb204_Pb206,ratio of lead isotopes pb204 to pb206,,,,,,,,,,,,,,
,,,,,Pb206,lead isotope 206,,,,,,,,,,,,,,
,,,,,Pb206_Pb204,ratio of lead isotopes pb206 to pb204,,,,,,,,,,,,,,
,,,,,Pb206_Pb204(I),ratio of lead isotopes pb206 to pb204 at initial age,,,,,,,,,,,,,,
,,,,,Pb206_Pb204(T),"ratio of lead isotopes pb206 to pb204, time corrected",,,,,,,,,,,,,,
,,,,,Pb206_Pb207,ratio of lead isotopes pb206 to pb207,,,,,,,,,,,,,,
,,,,,Pb206_Pb208,ratio of lead isotopes pb206 to pb208,,,,,,,,,,,,,,
,,,,,Pb206_U235,ratio of lead isotope pb206 to uranium isotope u235,,,,,,,,,,,,,,
,,,,,Pb206_U238,ratio of lead isotope pb206 to uranium isotope u238,,,,,,,,,,,,,,
,,,,,Pb207_Pb204,ratio of lead isotopes pb207 to pb204,,,,,,,,,,,,,,
,,,,,Pb207_Pb204(I),initial pb207_pb204 ratio (age-corrected),,,,,,,,,,,,,,
,,,,,Pb207_Pb204(T),"ratio of lead isotopes pb207 to pb204, time corrected",,,,,,,,,,,,,,
,,,,,Pb207_Pb206,ratio of lead isotopes pb207 to pb206,,,,,,,,,,,,,,
,,,,,Pb207_Pb206(I),ratio of lead isotopes pb207 to pb206 at initial age,,,,,,,,,,,,,,
,,,,,Pb207_U235,ratio of lead isotope pb207 to uranium isotope u235,,,,,,,,,,,,,,
,,,,,Pb208_Pb204,ratio of lead isotopes pb208 to pb204,,,,,,,,,,,,,,
,,,,,Pb208_Pb204(I),ratio of lead isotopes pb208 to pb204 at initial age,,,,,,,,,,,,,,
,,,,,Pb208_Pb204(T),"ratio of lead isotopes pb208 to pb204, time corrected",,,,,,,,,,,,,,
,,,,,Pb208_Pb206,ratio of lead isotopes pb208 to pb206,,,,,,,,,,,,,,
,,,,,Pb208_Pb206(I),ratio of lead isotopes pb208 to pb206 at initial age,,,,,,,,,,,,,,
,,,,,Pb208_Th232,ratio of lead isotope pb208 to thorium isotope th232,,,,,,,,,,,,,,
,,,,,Pb210,lead isotope pb210,,,,,,,,,,,,,,
,,,,,Pb210_ACTIVITY,"lead isotope pb210, reported as activity",,,,,,,,,,,,,,
,,,,,Pb210_Ra226,ratio of lead isotope pb210 to radium isotope ra226,,,,,,,,,,,,,,
,,,,,Pb210_U238,ratio of lead isotope pb210 to uranium isotope u238,,,,,,,,,,,,,,
,,,,,Pb210_XS,excess lead 210,,,,,,,,,,,,,,
,,,,,Pd,palladium,,,,,,,,,,,,,,
,,,,,PECT,pectolite,,,,,,,,,,,,,,
,,,,,PENT,pentlandite,,,,,,,,,,,,,,
,,,,,PEROV,perovskite,,,,,,,,,,,,,,
,,,,,PGN,pigeonite,,,,,,,,,,,,,,
,,,,,pH,pH,,,,,,,,,,,,,,
,,,,,PHEN,phengite,,,,,,,,,,,,,,
,,,,,PHIL,philippsite,,,,,,,,,,,,,,
,,,,,PHLOG,phlogopite,,,,,,,,,,,,,,
,,,,,PHYLL,phyllosilicate,,,,,,,,,,,,,,
,,,,,PI,physical item,,,,,,,,,,,,,,
,,,,,PLAG,plagioclase,,,,,,,,,,,,,,
,,,,,PLEO,pleonaste,,,,,,,,,,,,,,
,,,,,PL-XC,plagioclase xenocryst,,,,,,,,,,,,,,
,,,,,Po210,polonium isotope Po210,,,,,,,,,,,,,,
,,,,,Po210_ACTIVITY,"polonium isotope po210, reported as activity",,,,,,,,,,,,,,
,,,,,Po210_Pb210,ratio of polonium isotope 210 to lead isotope 210,,,,,,,,,,,,,,
,,,,,PO4,phosphate,,,,,,,,,,,,,,
,,,,,Pr,praseodymium,,,,,,,,,,,,,,
,,,,,PREH,prehnite,,,,,,,,,,,,,,
,,,,,PRESS,pressure,,,,,,,,,,,,,,
,,,,,PSB,pseudobrookite,,,,,,,,,,,,,,
,,,,,Pt,platinum,,,,,,,,,,,,,,
,,,,,Pt190_Os188,ratio of platinum isotope pt190 to osmium isotope os188,,,,,,,,,,,,,,
,,,,,PUMP,pumpellyite,,,,,,,,,,,,,,
,,,,,PX,pyroxene (not classified),,,,,,,,,,,,,,
,,,,,PY,pyrite,,,,,,,,,,,,,,
,,,,,PYPH,pyrophanite,,,,,,,,,,,,,,
,,,,,PYR,pyrope,,,,,,,,,,,,,,
,,,,,PYRH,pyrrhotite,,,,,,,,,,,,,,
,,,,,PYRPH,pyrophyllite,,,,,,,,,,,,,,
,,,,,QUARTZ,quartz,,,,,,,,,,,,,,
,,,,,QZ,quartz,,,,,,,,,,,,,,
,,,,,r2 ," the correlation coefficient used to calculate the best-fit line through ambient seawater and the concentration of a given chemical species measured in the samples, plotted against Mg",,,,,,,,,,,,,,
,,,,,Ra,radium,,,,,,,,,,,,,,
,,,,,Ra226,radium isotope ra226,,,,,,,,,,,,,,
,,,,,Ra226_ACTIVITY,"radium 226, reported as activity",,,,,,,,,,,,,,
,,,,,Ra226_Th230,ratio of radium isotope 226 to thorium isotope 230,,,,,,,,,,,,,,
,,,,,Ra226_Th230_ACTIVITY,"ratio of radium isotope 226 to thorium isotope 230, reported as activity",,,,,,,,,,,,,,
,,,,,Rb,rubidium,,,,,,,,,,,,,,
,,,,,Rb87_Sr86,ratio of rubidium isotope rb87 to strontium isotope sr86,,,,,,,,,,,,,,
,,,,,Re,rhenium,,,,,,,,,,,,,,
,,,,,Re187_Os186,ratio of rhenium isotope re187 to osmium isotope os186,,,,,,,,,,,,,,
,,,,,Re187_Os188,ratio of rhenium isotope re187 to osmium isotope os188,,,,,,,,,,,,,,
,,,,,Rh,rhodium,,,,,,,,,,,,,,
,,,,,RHO,rhonite,,,,,,,,,,,,,,
,,,,,Ru,ruthenium,,,,,,,,,,,,,,
,,,,,RUT,rutile,,,,,,,,,,,,,,
,,,,,S,sulfur,,,,,,,,,,,,,,
,,,,,S(TOT),total sulfur,,,,,,,,,,,,,,
,,,,,S_(SLFI),sulfur present as sulfide,,,,,,,,,,,,,,
,,,,,S_PY,sulfur present in pyrite form,,,,,,,,,,,,,,
,,,,,SAL,salinity,,,,,,,,,,,,,,
,,,,,SAP,saponite,,,,,,,,,,,,,,
,,,,,SAP-FE-OX,saponite-iron-oxide,,,,,,,,,,,,,,
,,,,,SAP-GA,saponite-glauconite,,,,,,,,,,,,,,
,,,,,Sb,antimony,,,,,,,,,,,,,,
,,,,,Sc,scandium,,,,,,,,,,,,,,
,,,,,Sc2O3,scandium oxide,,,,,,,,,,,,,,
,,,,,SCAP,scapolite,,,,,,,,,,,,,,
,,,,,Se,selenium,,,,,,,,,,,,,,
,,,,,SERP,serpentine,,,,,,,,,,,,,,
,,,,,Si,silica,,,,,,,,,,,,,,
,,,,,Si(AMORPH),amorphous silica,,,,,,,,,,,,,,
,,,,,SID,sideromelane,,,,,,,,,,,,,,
,,,,,SIL,silicate,,,,,,,,,,,,,,
,,,,,SILM,sillimanite,,,,,,,,,,,,,,
,,,,,SiO2,silica oxide,,,,,,,,,,,,,,
,,,,,SIOH,"sio2, high pressure",,,,,,,,,,,,,,
,,,,,SLFA,sulfate,,,,,,,,,,,,,,
,,,,,SLFI,sulfide,,,,,,,,,,,,,,
,,,,,Sm,samarium,,,,,,,,,,,,,,
,,,,,Sm147_Nd143,ratio of samarium isotope sm147 to neodymium isotope nd143,,,,,,,,,,,,,,
,,,,,Sm147_Nd144,ration of samarium isotope sm147 to neodymium isotope nd144,,,,,,,,,,,,,,
,,,,,Sm147_Nd146,ratio of samarium to neodymium isotopes sm147 to nd146,,,,,,,,,,,,,,
,,,,,Sm2O3,samarium oxide,,,,,,,,,,,,,,
,,,,,SMEC,smectite,,,,,,,,,,,,,,
,,,,,SMEC-CEL,smectite-celadonite,,,,,,,,,,,,,,
,,,,,Sn,tin,,,,,,,,,,,,,,
,,,,,SND,sanidine,,,,,,,,,,,,,,
,,,,,SO2,sulfur dioxide,,,,,,,,,,,,,,
,,,,,SO3,sulfur trioxide,,,,,,,,,,,,,,
,,,,,SO4,sulfate,,,,,,,,,,,,,,
,,,,,SODA,sodalite,,,,,,,,,,,,,,
,,,,,SP,spinel,,,,,,,,,,,,,,
,,,,,SPES,spessartine,,,,,,,,,,,,,,
,,,,,SPH,sphene,,,,,,,,,,,,,,
,,,,,SPHL,sphalerite,,,,,,,,,,,,,,
,,,,,Sr,strontium,,,,,,,,,,,,,,
,,,,,Sr_Ca,ratio of sr to ca,,,,,,,,,,,,,,
,,,,,Sr84_Sr86,ratio of strontium isotopes sr84 to sr86,,,,,,,,,,,,,,
,,,,,Sr84_Sr88,ratio of strontium isotopes sr84 to sr88,,,,,,,,,,,,,,
,,,,,Sr86_Sr88,ratio of strontium isotopes sr86 to sr88,,,,,,,,,,,,,,
,,,,,Sr87_Sr86,ratio of strontium isotopes sr87 to sr86,,,,,,,,,,,,,,
,,,,,Sr87_Sr86(I),ratio of strontium isotopes sr87 to sr86 at initial age,,,,,,,,,,,,,,
,,,,,Sr87_Sr86(T),"ratio of strontium isotopes sr87 to sr86, time corrected",,,,,,,,,,,,,,
,,,,,Sr87_Sr88,ratio of strontium isotopes sr87 to sr88,,,,,,,,,,,,,,
,,,,,Sr88_Sr86,ratio of strontium isotopes sr88 to sr86,,,,,,,,,,,,,,
,,,,,SrO,strontium oxide,,,,,,,,,,,,,,
,,,,,SS,sheet silicate,,,,,,,,,,,,,,
,,,,,SYMP,symplectite,,,,,,,,,,,,,,
,,,,,SYMT,symthite,,,,,,,,,,,,,,
,,,,,Ta,tantalum,,,,,,,,,,,,,,
,,,,,Ta2O5,tantalum oxide,,,,,,,,,,,,,,
,,,,,TACH,tachylite,,,,,,,,,,,,,,
,,,,,TALC,talc,,,,,,,,,,,,,,
,,,,,Tb,terbium,,,,,,,,,,,,,,
,,,,,Te,tellurium,,,,,,,,,,,,,,
,,,,,TEMP,temperature,,,,,,,,,,,,,,
,,,,,Th,thorium,,,,,,,,,,,,,,
,,,,,Th227_ACTIVITY,th227 reported as activity,,,,,,,,,,,,,,
,,,,,Th228_Th232,ratio of thorium isotopes th228 to th232,,,,,,,,,,,,,,
,,,,,Th230,thorium isotope th230,,,,,,,,,,,,,,
,,,,,Th230_ACTIVITY,"thorium isotope th230, reported as activity",,,,,,,,,,,,,,
,,,,,Th230_Th232,ratio of thorium isotopes th230 to th232,,,,,,,,,,,,,,
,,,,,Th230_Th232_ACTIVITY,"ratio of thorium isotopes th230 to th232, reported as activity",,,,,,,,,,,,,,
,,,,,Th230_U238,ratio of thorium isotope th230 to uranium isotope u238,,,,,,,,,,,,,,
,,,,,Th230_U238_ACTIVITY,"ratio of thorium isotope th230 to uranium isotope u238, reported as activity",,,,,,,,,,,,,,
,,,,,Th230_XS,excess thorium 230,,,,,,,,,,,,,,
,,,,,Th232,thorium 232,,,,,,,,,,,,,,
,,,,,Th232_ACTIVITY,"thorium isotope th232, reported as activity",,,,,,,,,,,,,,
,,,,,Th232_Pb204,ratio of thorium isotope th232 to lead isotope pb204,,,,,,,,,,,,,,
,,,,,Th232_Th230,ratio of isotopes th232 to th230,,,,,,,,,,,,,,
,,,,,Th232_Th230 ACTIVITY,ratio of isotopes th232 to th230 measured as activity,,,,,,,,,,,,,,
,,,,,Th232_U238,ratio of thorium isotope th232 to uranium isotope u238,,,,,,,,,,,,,,
,,,,,Th234,thorium 234,,,,,,,,,,,,,,
,,,,,Th234_XS,thorium 234 excess,,,,,,,,,,,,,,
,,,,,Th238_Th232_ACTIVITY,"ratio of thorium isotopes th238 to th232, reported as activity",,,,,,,,,,,,,,
,,,,,ThO,thorium oxide,,,,,,,,,,,,,,
,,,,,ThO2,thorium oxide,,,,,,,,,,,,,,
,,,,,THOM,thomsonite,,,,,,,,,,,,,,
,,,,,Ti,titanium,,,,,,,,,,,,,,
,,,,,TIC,total inorganic carbon,,,,,,,,,,,,,,
,,,,,TI-MT,ti-magnetite,,,,,,,,,,,,,,
,,,,,TI-NB,titanoniobate,,,,,,,,,,,,,,
,,,,,TiO2,titanium oxide,,,,,,,,,,,,,,
,,,,,Tl,thallium,,,,,,,,,,,,,,
,,,,,Tl205_Tl203,ratio of thallium isotopes tl205 to tl203,,,,,,,,,,,,,,
,,,,,Tm,thulium,,,,,,,,,,,,,,
,,,,,TOC,total organic carbon,,,,,,,,,,,,,,
,,,,,TREM,tremolite,,,,,,,,,,,,,,
,,,,,TREV,trevorite,,,,,,,,,,,,,,
,,,,,TRI,tridymite,,,,,,,,,,,,,,
,,,,,TRO,troilite,,,,,,,,,,,,,,
,,,,,U,uranium,,,,,,,,,,,,,,
,,,,,U234,uranium 234,,,,,,,,,,,,,,
,,,,,U234_ACTIVITY,"uranium isotope u234, reported as activity",,,,,,,,,,,,,,
,,,,,U234_U238,ratio of uranium isotopes u234 to u238,,,,,,,,,,,,,,
,,,,,U234_U238 ACTIVITY,ratio of isotopes u234 to u235 measured as activity,,,,,,,,,,,,,,
,,,,,U234_U238 ACTIVITY(T),uranium 234 to uranium 238 measured as activity at time t,,,,,,,,,,,,,,
,,,,,U234_U238_ACTIVITY,"ratio of uranium isotopes u234 to u238, reported as activity",,,,,,,,,,,,,,
,,,,,U235_Pb204,ratio of uranium isotope u235 to lead isotope pb204,,,,,,,,,,,,,,
,,,,,U235_U234,ratio of isotopes u235 to u234,,,,,,,,,,,,,,
,,,,,U238,uranium 238,,,,,,,,,,,,,,
,,,,,U238_ACTIVITY,"uranium isotope u238, reported as activity",,,,,,,,,,,,,,
,,,,,U238_Pb204,ratio of uranium isotope u238 to lead isotope pb204,,,,,,,,,,,,,,
,,,,,U238_Pb206,ratio of uranium isotope u238 to lead isotope pb206,,,,,,,,,,,,,,
,,,,,U238_Th230,ratio of uranium isotope u238 to thorium isotope th230,,,,,,,,,,,,,,
,,,,,U238_Th232,ratio of uranium isotope u238 to thorium isotope th232,,,,,,,,,,,,,,
,,,,,U238_Th232_ACTIVITY,"ratio of uranium isotope u238 to thorium isotope th232, reported as activity",,,,,,,,,,,,,,
,,,,,UK'37,alkenone uk'37,,,,,,,,,,,,,,
,,,,,ULSP,ulvospinel,,,,,,,,,,,,,,
,,,,,UO2,uranium oxide,,,,,,,,,,,,,,
,,,,,UVR,uvarovite,,,,,,,,,,,,,,
,,,,,V,vanadium,,,,,,,,,,,,,,
,,,,,V2O3,vanadium sesquioxide,,,,,,,,,,,,,,
,,,,,V2O5,vanadium pentoxide,,,,,,,,,,,,,,
,,,,,VES,vesicles,,,,,,,,,,,,,,
,,,,,VES-F,filled vesicle,,,,,,,,,,,,,,
,,,,,W,tungsten,,,,,,,,,,,,,,
,,,,,WO,wollastonite,,,,,,,,,,,,,,
,,,,,WO3,tungsten trioxide,,,,,,,,,,,,,,
,,,,,Xe,xenon,,,,,,,,,,,,,,
,,,,,Xe124,xenon isotope xe124,,,,,,,,,,,,,,
